State 	 Left 	 Up 	 Right 	 Down 
( 0,  0) 	 -0.00 	 -0.27 	 -0.54 	 -8.54 
( 0,  1) 	 -0.00 	 -0.00 	 -0.54 	 -1.08 
( 0,  2) 	 -0.00 	 -0.00 	 -0.82 	 -0.00 
( 0,  3) 	 -0.00 	 -0.54 	 -3.09 	 -0.27 
( 0,  4) 	 -0.00 	 -2.54 	 -5.36 	 -0.00 
( 0,  5) 	 -0.00 	 -2.54 	 -7.36 	 -0.27 
( 0,  6) 	 -0.00 	 -0.27 	 -7.36 	 -0.27 
( 0,  7) 	 -0.00 	 -0.00 	 -5.63 	 -2.54 
( 0,  8) 	 -0.00 	 -0.00 	 -2.54 	 -2.54 
( 0,  9) 	 -0.54 	 -0.00 	 -0.27 	 -2.27 
( 1,  0) 	 -0.00 	 -2.27 	 -4.54 	 -5.63 
( 1,  1) 	 -0.00 	 -0.27 	 -5.08 	 -0.55 
( 1,  2) 	 -0.00 	 -0.27 	 -5.09 	 -0.27 
( 1,  3) 	 -0.27 	 -2.81 	 -5.09 	 -2.27 
( 1,  4) 	 -0.00 	 -2.81 	 -3.09 	 -0.54 
( 1,  5) 	 -0.00 	 -2.81 	 -1.09 	 -2.27 
( 1,  6) 	 -0.00 	 -0.27 	 -1.36 	 -0.54 
( 1,  7) 	 -0.00 	 -0.54 	 -4.82 	 -2.27 
( 1,  8) 	 -0.54 	 -0.54 	 -0.81 	 -0.54 
( 1,  9) 	 -4.00 	 -0.27 	 -0.00 	 -0.27 
( 2,  0) 	 -0.00 	 -2.54 	 -0.54 	 -5.09 
( 2,  1) 	 -0.00 	 -0.27 	 -0.54 	 -0.54 
( 2,  2) 	 -0.27 	 -0.54 	 -0.54 	 -0.27 
( 2,  3) 	 -2.00 	 -4.81 	 -0.54 	 -2.54 
( 2,  4) 	 -0.27 	 -1.09 	 -0.27 	 -0.54 
( 2,  5) 	 -0.00 	 -2.55 	 -0.28 	 -2.27 
( 2,  6) 	 -0.27 	 -0.82 	 -1.09 	 -0.27 
( 2,  7) 	 -0.27 	 -5.08 	 -2.82 	 -0.27 
( 2,  8) 	 -0.27 	 -5.08 	 -0.27 	 -0.00 
( 2,  9) 	 -0.81 	 -2.82 	 -0.00 	 -0.00 
( 3,  0) 	 -0.27 	 -2.54 	 -0.00 	 -5.08 
( 3,  1) 	 -0.00 	 -0.27 	 -0.00 	 -0.54 
( 3,  2) 	 -0.00 	 -0.54 	 -0.00 	 -0.27 
( 3,  3) 	 -0.27 	 -5.09 	 -0.00 	 -2.54 
( 3,  4) 	 -0.00 	 -0.82 	 -0.27 	 -0.27 
( 3,  5) 	 -0.27 	 -2.28 	 -2.81 	 -0.27 
( 3,  6) 	 -2.27 	 -1.36 	 -6.54 	 -0.00 
( 3,  7) 	 -2.54 	 -4.82 	 -3.08 	 -0.00 
( 3,  8) 	 -2.54 	 -3.36 	 -0.27 	 -0.00 
( 3,  9) 	 -2.27 	 -3.09 	 -0.00 	 -0.00 
( 4,  0) 	 -2.27 	 -2.54 	 -0.27 	 -4.81 
( 4,  1) 	 -0.27 	 -0.27 	 -0.27 	 -0.54 
( 4,  2) 	 -0.00 	 -0.55 	 -0.27 	 -0.54 
( 4,  3) 	 -0.00 	 -5.08 	 -0.54 	 -2.27 
( 4,  4) 	 -0.27 	 -0.55 	 -0.54 	 -0.27 
( 4,  5) 	 -0.27 	 -0.82 	 -0.82 	 -0.00 
( 4,  6) 	 -0.54 	 -4.54 	 -0.81 	 -0.27 
( 4,  7) 	 -0.27 	 -1.09 	 -0.27 	 -0.00 
( 4,  8) 	 -0.27 	 -0.82 	 -0.27 	 -0.00 
( 4,  9) 	 -0.27 	 -4.81 	 -0.27 	 -0.00 
( 5,  0) 	 -2.27 	 -2.54 	 -2.27 	 -2.81 
( 5,  1) 	 -0.27 	 -0.27 	 -2.54 	 -0.54 
( 5,  2) 	 -0.00 	 -0.82 	 -2.81 	 -2.27 
( 5,  3) 	 -0.27 	 -4.81 	 -4.81 	 -0.54 
( 5,  4) 	 -2.27 	 -0.54 	 -5.08 	 -0.00 
( 5,  5) 	 -2.54 	 -0.55 	 -4.54 	 -0.27 
( 5,  6) 	 -2.27 	 -5.08 	 -0.55 	 -2.27 
( 5,  7) 	 -0.27 	 -0.55 	 -0.27 	 -0.27 
( 5,  8) 	 -0.00 	 -0.82 	 -2.27 	 -0.00 
( 5,  9) 	 -0.00 	 -4.81 	 -2.27 	 -0.00 
( 6,  0) 	 -0.27 	 -2.54 	 -0.54 	 -2.27 
( 6,  1) 	 -0.27 	 -0.54 	 -0.54 	 -0.54 
( 6,  2) 	 -0.27 	 -2.54 	 -0.28 	 -2.81 
( 6,  3) 	 -0.54 	 -3.09 	 -0.81 	 -0.27 
( 6,  4) 	 -0.82 	 -0.27 	 -0.82 	 -0.00 
( 6,  5) 	 -0.82 	 -0.54 	 -1.08 	 -0.27 
( 6,  6) 	 -0.54 	 -5.08 	 -0.00 	 -2.27 
( 6,  7) 	 -0.00 	 -0.82 	 -0.00 	 -0.27 
( 6,  8) 	 -0.00 	 -2.55 	 -0.27 	 -0.00 
( 6,  9) 	 -0.00 	 -3.09 	 -0.27 	 -0.00 
( 7,  0) 	 -0.27 	 -2.27 	 -2.27 	 -0.27 
( 7,  1) 	 -2.27 	 -0.54 	 -2.81 	 -0.54 
( 7,  2) 	 -2.81 	 -2.54 	 -1.09 	 -4.81 
( 7,  3) 	 -4.81 	 -3.08 	 -2.28 	 -0.54 
( 7,  4) 	 -5.08 	 -0.27 	 -2.81 	 -0.00 
